business_unit	facility	year	month	monthnum	volume	metric_1	metric_2
busunit_1	facility_716	2013	December	12	225498	0.89933	0.89923
busunit_1	facility_716	2014	January	1	272532	0.89954	0.89904
busunit_1	facility_716	2014	February	2	211826	0.89939	0.89891
busunit_1	facility_716	2014	March	3	242463	0.89951	0.89902
busunit_1	facility_716	2014	April	4	243044	0.89948	0.89888
busunit_1	facility_716	2014	May	5	232750	0.89933	0.89918
busunit_1	facility_716	2014	June	6	236890	0.89951	0.89924
busunit_1	facility_716	2014	July	7	260643	0.89928	0.89924
busunit_1	facility_716	2014	August	8	259795	0.89921	0.89911
busunit_1	facility_716	2014	September	9	264556	0.89929	0.89885
busunit_1	facility_716	2014	October	10	266519	0.89912	0.89877
busunit_1	facility_731	2012	January	1	90501	0.89927	0.89928
busunit_1	facility_731	2012	February	2	83728	0.89893	0.89930
busunit_1	facility_731	2012	March	3	78542	0.89774	0.89908
busunit_1	facility_731	2012	April	4	73034	0.89836	0.89900
busunit_1	facility_731	2012	May	5	77216	0.89896	0.89900
busunit_1	facility_731	2012	June	6	74688	0.89863	0.89897
busunit_1	facility_731	2012	July	7	71836	0.89848	0.89902
busunit_1	facility_731	2012	August	8	85522	0.89937	0.89905
busunit_1	facility_731	2012	September	9	66371	0.89886	0.89902
busunit_1	facility_731	2012	October	10	77581	0.89912	0.89866
busunit_1	facility_731	2012	November	11	68481	0.89942	0.89927
busunit_1	facility_731	2012	December	12	61149	0.89913	0.89917
busunit_1	facility_731	2013	January	1	85780	0.89943	0.89927
busunit_1	facility_731	2013	February	2	70164	0.89940	0.89924
busunit_1	facility_731	2013	March	3	70104	0.89949	0.89922
busunit_1	facility_731	2013	April	4	74629	0.89953	0.89892
busunit_1	facility_731	2013	May	5	72031	0.89946	0.89907
busunit_1	facility_731	2013	June	6	66979	0.89952	0.89922
busunit_1	facility_731	2013	July	7	77199	0.89943	0.89902
busunit_1	facility_731	2013	August	8	87511	0.89938	0.89927
busunit_1	facility_731	2013	September	9	73344	0.89950	0.89898
busunit_1	facility_731	2013	October	10	78946	0.89927	0.89919
busunit_1	facility_731	2013	November	11	65513	0.89927	0.89896
busunit_1	facility_731	2013	December	12	69224	0.89920	0.89929
busunit_1	facility_731	2014	January	1	85964	0.89947	0.89907
busunit_1	facility_731	2014	February	2	71272	0.89947	0.89899
busunit_1	facility_731	2014	March	3	75459	0.89934	0.89931
busunit_1	facility_731	2014	April	4	77561	0.89930	0.89933
busunit_1	facility_731	2014	May	5	74773	0.89959	0.89933
busunit_1	facility_731	2014	June	6	72921	0.89937	0.89934
busunit_1	facility_731	2014	July	7	83769	0.89909	0.89907
busunit_1	facility_731	2014	August	8	84083	0.89926	0.89893
busunit_1	facility_731	2014	September	9	77094	0.89897	0.89906
busunit_1	facility_731	2014	October	10	81542	0.89951	0.89901
busunit_1	facility_742	2012	January	1	139328	0.89900	0.89851
busunit_1	facility_742	2012	February	2	120179	0.89869	0.89878
busunit_1	facility_742	2012	March	3	117688	0.89910	0.89866
busunit_1	facility_742	2012	April	4	110657	0.89924	0.89874
busunit_1	facility_742	2012	May	5	115837	0.89870	0.89870
busunit_1	facility_742	2012	June	6	108492	0.89887	0.89848
busunit_1	facility_742	2012	July	7	116140	0.89857	0.89846
busunit_1	facility_742	2012	August	8	130948	0.89894	0.89846
busunit_1	facility_742	2012	September	9	110023	0.89898	0.89844
busunit_1	facility_742	2012	October	10	127839	0.89912	0.89886
busunit_1	facility_742	2012	November	11	113882	0.89893	0.89906
busunit_1	facility_742	2012	December	12	104126	0.89886	0.89905
busunit_1	facility_742	2013	January	1	149260	0.89903	0.89886
busunit_1	facility_742	2013	February	2	118106	0.89914	0.89884
busunit_1	facility_742	2013	March	3	115489	0.89869	0.89874
busunit_1	facility_742	2013	April	4	122595	0.89883	0.89849
busunit_1	facility_742	2013	May	5	116411	0.89873	0.89892
busunit_1	facility_742	2013	June	6	105447	0.89902	0.89866
busunit_1	facility_742	2013	July	7	130208	0.89926	0.89896
busunit_1	facility_742	2013	August	8	139324	0.89862	0.89861
busunit_1	facility_742	2013	September	9	119112	0.89857	0.89861
busunit_1	facility_742	2013	October	10	123475	0.89890	0.89872
busunit_1	facility_742	2013	November	11	103618	0.89889	0.89873
busunit_1	facility_742	2013	December	12	105224	0.89858	0.89877
busunit_1	facility_742	2014	January	1	137066	0.89907	0.89887
busunit_1	facility_742	2014	February	2	112967	0.89867	0.89892
busunit_1	facility_742	2014	March	3	113658	0.89878	0.89880
busunit_1	facility_742	2014	April	4	115609	0.89887	0.89878
busunit_1	facility_742	2014	May	5	111201	0.89906	0.89890
busunit_1	facility_742	2014	June	6	114008	0.89901	0.89896
busunit_1	facility_742	2014	July	7	136493	0.89916	0.89889
busunit_1	facility_742	2014	August	8	133026	0.89895	0.89873
busunit_1	facility_742	2014	September	9	124791	0.89877	0.89876
busunit_1	facility_742	2014	October	10	126877	0.89905	0.89819
busunit_1	facility_750	2012	January	1	897923	0.89833	0.89875
busunit_1	facility_750	2012	February	2	808075	0.89782	0.89846
busunit_1	facility_750	2012	March	3	817149	0.89844	0.89839
busunit_1	facility_750	2012	April	4	739163	0.89851	0.89853
busunit_1	facility_750	2012	May	5	776778	0.89861	0.89849
busunit_1	facility_750	2012	June	6	753848	0.89859	0.89860
busunit_1	facility_750	2012	July	7	753106	0.89808	0.89854
busunit_1	facility_750	2012	August	8	885267	0.89823	0.89834
busunit_1	facility_750	2012	September	9	759684	0.89781	0.89829
busunit_1	facility_750	2012	October	10	794083	0.89697	0.89829
busunit_1	facility_750	2012	November	11	753398	0.89802	0.89876
busunit_1	facility_750	2012	December	12	682339	0.89799	0.89836
busunit_1	facility_750	2013	January	1	940240	0.89786	0.89851
busunit_1	facility_750	2013	February	2	753545	0.89792	0.89840
busunit_1	facility_750	2013	March	3	758859	0.89799	0.89833
busunit_1	facility_750	2013	April	4	787872	0.89838	0.89839
busunit_1	facility_750	2013	May	5	760274	0.89818	0.89832
busunit_1	facility_750	2013	June	6	701645	0.89833	0.89838
busunit_1	facility_750	2013	July	7	762232	0.89835	0.89842
busunit_1	facility_750	2013	August	8	870700	0.89836	0.89859
busunit_1	facility_750	2013	September	9	778740	0.89817	0.89846
busunit_1	facility_750	2013	October	10	851033	0.89822	0.89833
busunit_1	facility_750	2013	November	11	694936	0.89825	0.89843
busunit_1	facility_750	2013	December	12	715414	0.89808	0.89848
busunit_1	facility_750	2014	January	1	851586	0.89844	0.89843
busunit_1	facility_750	2014	February	2	710743	0.89792	0.89830
busunit_1	facility_750	2014	March	3	805499	0.89833	0.89826
busunit_1	facility_750	2014	April	4	793641	0.89826	0.89803
busunit_1	facility_750	2014	May	5	749666	0.89808	0.89837
busunit_1	facility_750	2014	June	6	762922	0.89856	0.89827
busunit_1	facility_750	2014	July	7	819258	0.89788	0.89811
busunit_1	facility_750	2014	August	8	823771	0.89810	0.89834
busunit_1	facility_750	2014	September	9	834588	0.89801	0.89817
busunit_1	facility_750	2014	October	10	839432	0.89802	0.89808
busunit_1	facility_752	2012	January	1	185404	0.89926	0.89929
busunit_1	facility_752	2012	February	2	166903	0.89911	0.89907
busunit_1	facility_752	2012	March	3	165456	0.89916	0.89901
busunit_1	facility_752	2012	April	4	155328	0.89925	0.89902
busunit_1	facility_752	2012	May	5	163285	0.89917	0.89900
busunit_1	facility_752	2012	June	6	151193	0.89918	0.89895
busunit_1	facility_752	2012	July	7	150010	0.89897	0.89871
busunit_1	facility_752	2012	August	8	171240	0.89932	0.89894
busunit_1	facility_752	2012	September	9	145076	0.89903	0.89881
busunit_1	facility_752	2012	October	10	169492	0.89891	0.89878
busunit_1	facility_752	2012	November	11	152332	0.89924	0.89909
busunit_1	facility_752	2012	December	12	135054	0.89887	0.89894
busunit_1	facility_752	2013	January	1	197334	0.89927	0.89891
busunit_1	facility_752	2013	February	2	159919	0.89931	0.89897
busunit_1	facility_752	2013	March	3	158989	0.89941	0.89891
busunit_1	facility_752	2013	April	4	168303	0.89947	0.89877
busunit_1	facility_752	2013	May	5	163351	0.89927	0.89906
busunit_1	facility_752	2013	June	6	154174	0.89950	0.89909
busunit_1	facility_752	2013	July	7	178843	0.89956	0.89911
busunit_1	facility_752	2013	August	8	198674	0.89951	0.89913
busunit_1	facility_752	2013	September	9	170008	0.89946	0.89919
busunit_1	facility_752	2013	October	10	183107	0.89947	0.89900
busunit_1	facility_752	2013	November	11	150403	0.89916	0.89901
busunit_1	facility_752	2013	December	12	161927	0.89920	0.89908
busunit_1	facility_752	2014	January	1	199719	0.89923	0.89913
busunit_1	facility_752	2014	February	2	168626	0.89914	0.89897
busunit_1	facility_752	2014	March	3	173103	0.89904	0.89893
busunit_1	facility_752	2014	April	4	185218	0.89873	0.89897
busunit_1	facility_752	2014	May	5	173368	0.89931	0.89902
busunit_1	facility_752	2014	June	6	168735	0.89928	0.89868
busunit_1	facility_752	2014	July	7	189220	0.89934	0.89880
busunit_1	facility_752	2014	August	8	188083	0.89907	0.89864
busunit_1	facility_752	2014	September	9	182409	0.89900	0.89859
busunit_1	facility_752	2014	October	10	196491	0.89903	0.89856
busunit_1	facility_753	2012	January	1	196478	0.89878	0.89926
busunit_1	facility_753	2012	February	2	167439	0.89829	0.89934
busunit_1	facility_753	2012	March	3	164002	0.89870	0.89909
busunit_1	facility_753	2012	April	4	147501	0.89894	0.89904
busunit_1	facility_753	2012	May	5	158772	0.89887	0.89907
busunit_1	facility_753	2012	June	6	149506	0.89815	0.89912
busunit_1	facility_753	2012	July	7	153371	0.89871	0.89881
busunit_1	facility_753	2012	August	8	180127	0.89844	0.89904
busunit_1	facility_753	2012	September	9	151759	0.89873	0.89920
busunit_1	facility_753	2012	October	10	180795	0.89892	0.89910
busunit_1	facility_753	2012	November	11	156924	0.89883	0.89925
busunit_1	facility_753	2012	December	12	138450	0.89792	0.89915
busunit_1	facility_753	2013	January	1	205131	0.89864	0.89908
busunit_1	facility_753	2013	February	2	171422	0.89838	0.89908
busunit_1	facility_753	2013	March	3	165399	0.89878	0.89897
busunit_1	facility_753	2013	April	4	176215	0.89896	0.89923
busunit_1	facility_753	2013	May	5	172691	0.89858	0.89919
busunit_1	facility_753	2013	June	6	155197	0.89815	0.89925
busunit_1	facility_753	2013	July	7	189013	0.89853	0.89912
busunit_1	facility_753	2013	August	8	207305	0.89821	0.89926
busunit_1	facility_753	2013	September	9	172658	0.89840	0.89885
busunit_1	facility_753	2013	October	10	192689	0.89832	0.89914
busunit_1	facility_753	2013	November	11	144785	0.89873	0.89923
busunit_1	facility_753	2013	December	12	149253	0.89847	0.89900
busunit_1	facility_753	2014	January	1	182127	0.89837	0.89927
busunit_1	facility_753	2014	February	2	147477	0.89850	0.89897
busunit_1	facility_753	2014	March	3	164762	0.89851	0.89885
busunit_1	facility_753	2014	April	4	159745	0.89863	0.89890
busunit_1	facility_753	2014	May	5	150734	0.89832	0.89914
busunit_1	facility_753	2014	June	6	148860	0.89849	0.89916
busunit_1	facility_753	2014	July	7	171934	0.89875	0.89881
busunit_1	facility_753	2014	August	8	165640	0.89808	0.89902
busunit_1	facility_753	2014	September	9	152514	0.89814	0.89871
busunit_1	facility_753	2014	October	10	157676	0.89834	0.89895
busunit_1	facility_704	2012	January	1	125857	0.89910	0.89912
busunit_1	facility_704	2012	February	2	104909	0.89915	0.89903
busunit_1	facility_704	2012	March	3	104346	0.89896	0.89907
busunit_1	facility_704	2012	April	4	97827	0.89820	0.89936
busunit_1	facility_704	2012	May	5	102430	0.89939	0.89916
busunit_1	facility_704	2012	June	6	97109	0.89934	0.89902
busunit_1	facility_704	2012	July	7	96672	0.89942	0.89875
busunit_1	facility_704	2012	August	8	120873	0.89911	0.89894
busunit_1	facility_704	2012	September	9	101622	0.89921	0.89895
busunit_1	facility_704	2012	October	10	120874	0.89909	0.89895
busunit_1	facility_704	2012	November	11	105644	0.89890	0.89913
busunit_1	facility_704	2012	December	12	91635	0.89922	0.89882
busunit_1	facility_704	2013	January	1	128109	0.89913	0.89901
busunit_1	facility_704	2013	February	2	98498	0.89906	0.89879
busunit_1	facility_704	2013	March	3	103480	0.89933	0.89851
busunit_1	facility_704	2013	April	4	105973	0.89952	0.89887
busunit_1	facility_704	2013	May	5	104840	0.89922	0.89892
busunit_1	facility_704	2013	June	6	96743	0.89936	0.89909
busunit_1	facility_704	2013	July	7	115358	0.89942	0.89906
busunit_1	facility_704	2013	August	8	130828	0.89942	0.89888
busunit_1	facility_704	2013	September	9	120542	0.89892	0.89900
busunit_1	facility_704	2013	October	10	133297	0.89912	0.89881
busunit_1	facility_704	2013	November	11	108631	0.89904	0.89898
busunit_1	facility_704	2013	December	12	101232	0.89923	0.89877
busunit_1	facility_704	2014	January	1	118761	0.89924	0.89800
busunit_1	facility_704	2014	February	2	98675	0.89892	0.89846
busunit_1	facility_704	2014	March	3	105053	0.89888	0.89858
busunit_1	facility_704	2014	April	4	103913	0.89926	0.89864
busunit_1	facility_704	2014	May	5	100927	0.89916	0.89860
busunit_1	facility_704	2014	June	6	101560	0.89942	0.89903
busunit_1	facility_704	2014	July	7	105714	0.89894	0.89931
busunit_1	facility_704	2014	August	8	108984	0.89942	0.89944
busunit_1	facility_704	2014	September	9	108473	0.89886	0.89927
busunit_1	facility_704	2014	October	10	112772	0.89913	0.89925
busunit_1	facility_706	2012	January	1	491000	0.89783	0.89886
busunit_1	facility_706	2012	February	2	436405	0.89802	0.89867
busunit_1	facility_706	2012	March	3	452736	0.89800	0.89873
busunit_1	facility_706	2012	April	4	407047	0.89783	0.89866
busunit_1	facility_706	2012	May	5	430629	0.89805	0.89861
busunit_1	facility_706	2012	June	6	407969	0.89785	0.89869
busunit_1	facility_706	2012	July	7	398400	0.89777	0.89862
busunit_1	facility_706	2012	August	8	474641	0.89823	0.89864
busunit_1	facility_706	2012	September	9	407322	0.89802	0.89854
busunit_1	facility_706	2012	October	10	466195	0.89801	0.89849
busunit_1	facility_706	2012	November	11	413855	0.89815	0.89853
busunit_1	facility_706	2012	December	12	364767	0.89754	0.89859
busunit_1	facility_706	2013	January	1	499572	0.89800	0.89848
busunit_1	facility_706	2013	February	2	410190	0.89810	0.89837
busunit_1	facility_706	2013	March	3	415438	0.89813	0.89871
busunit_1	facility_706	2013	April	4	446186	0.89837	0.89873
busunit_1	facility_706	2013	May	5	442105	0.89827	0.89874
busunit_1	facility_706	2013	June	6	396635	0.89811	0.89886
busunit_1	facility_706	2013	July	7	444758	0.89805	0.89876
busunit_1	facility_706	2013	August	8	487465	0.89826	0.89881
busunit_1	facility_706	2013	September	9	421854	0.89783	0.89875
busunit_1	facility_706	2013	October	10	459243	0.89840	0.89875
busunit_1	facility_706	2013	November	11	371097	0.89799	0.89891
busunit_1	facility_706	2013	December	12	387412	0.89816	0.89874
busunit_1	facility_706	2014	January	1	474286	0.89805	0.89875
busunit_1	facility_706	2014	February	2	404374	0.89806	0.89847
busunit_1	facility_706	2014	March	3	417897	0.89810	0.89859
busunit_1	facility_706	2014	April	4	371374	0.89775	0.89868
busunit_1	facility_706	2014	May	5	355608	0.89770	0.89870
busunit_1	facility_706	2014	June	6	345987	0.89813	0.89827
busunit_1	facility_706	2014	July	7	389830	0.89790	0.89866
busunit_1	facility_706	2014	August	8	401160	0.89802	0.89872
busunit_1	facility_706	2014	September	9	386852	0.89786	0.89851
busunit_1	facility_706	2014	October	10	385004	0.89773	0.89822
busunit_1	facility_712	2012	January	1	267268	0.89902	0.89914
busunit_1	facility_712	2012	February	2	233722	0.89916	0.89903
busunit_1	facility_712	2012	March	3	233573	0.89933	0.89895
busunit_1	facility_712	2012	April	4	222628	0.89916	0.89920
busunit_1	facility_712	2012	May	5	232181	0.89935	0.89917
busunit_1	facility_712	2012	June	6	214704	0.89931	0.89913
busunit_1	facility_712	2012	July	7	227847	0.89935	0.89913
busunit_1	facility_712	2012	August	8	274418	0.89873	0.89894
busunit_1	facility_712	2012	September	9	224551	0.89907	0.89901
busunit_1	facility_712	2012	October	10	261162	0.89927	0.89906
busunit_1	facility_712	2012	November	11	227143	0.89907	0.89921
busunit_1	facility_712	2012	December	12	205263	0.89917	0.89901
busunit_1	facility_712	2013	January	1	280279	0.89934	0.89880
busunit_1	facility_712	2013	February	2	217690	0.89904	0.89881
busunit_1	facility_712	2013	March	3	219264	0.89914	0.89877
busunit_1	facility_712	2013	April	4	237997	0.89931	0.89881
busunit_1	facility_712	2013	May	5	233379	0.89934	0.89916
busunit_1	facility_712	2013	June	6	208907	0.89955	0.89951
busunit_1	facility_712	2013	July	7	240497	0.89946	0.89930
busunit_1	facility_712	2013	August	8	260285	0.89921	0.89944
busunit_1	facility_712	2013	September	9	236591	0.89915	0.89914
busunit_1	facility_712	2013	October	10	261998	0.89917	0.89905
busunit_1	facility_712	2013	November	11	209674	0.89906	0.89916
busunit_1	facility_712	2013	December	12	215795	0.89936	0.89888
busunit_1	facility_712	2014	January	1	255691	0.89906	0.89894
busunit_1	facility_712	2014	February	2	205446	0.89904	0.89830
busunit_1	facility_712	2014	March	3	217744	0.89912	0.89861
busunit_1	facility_712	2014	April	4	230833	0.89926	0.89871
busunit_1	facility_712	2014	May	5	212422	0.89917	0.89900
busunit_1	facility_712	2014	June	6	210853	0.89903	0.89895
busunit_1	facility_712	2014	July	7	242442	0.89926	0.89912
busunit_1	facility_712	2014	August	8	246089	0.89918	0.89922
busunit_1	facility_712	2014	September	9	234561	0.89922	0.89910
busunit_1	facility_712	2014	October	10	238460	0.89913	0.89904
busunit_1	facility_715	2012	January	1	155042	0.89914	0.89914
busunit_1	facility_715	2012	February	2	133130	0.89940	0.89904
busunit_1	facility_715	2012	March	3	132709	0.89890	0.89897
busunit_1	facility_715	2012	April	4	120878	0.89930	0.89926
busunit_1	facility_715	2012	May	5	125703	0.89924	0.89920
busunit_1	facility_715	2012	June	6	123917	0.89932	0.89927
busunit_1	facility_715	2012	July	7	138121	0.89917	0.89926
busunit_1	facility_715	2012	August	8	150437	0.89841	0.89893
busunit_1	facility_715	2012	September	9	122593	0.89919	0.89909
busunit_1	facility_715	2012	October	10	141537	0.89908	0.89922
busunit_1	facility_715	2012	November	11	125787	0.89913	0.89921
busunit_1	facility_715	2012	December	12	113635	0.89911	0.89935
busunit_1	facility_715	2013	January	1	161383	0.89937	0.89909
busunit_1	facility_715	2013	February	2	118417	0.89929	0.89894
busunit_1	facility_715	2013	March	3	123356	0.89908	0.89916
busunit_1	facility_715	2013	April	4	131802	0.89916	0.89919
busunit_1	facility_715	2013	May	5	125080	0.89924	0.89914
busunit_1	facility_715	2013	June	6	117003	0.89927	0.89905
busunit_1	facility_715	2013	July	7	146332	0.89936	0.89913
busunit_1	facility_715	2013	August	8	148671	0.89907	0.89915
busunit_1	facility_715	2013	September	9	125571	0.89908	0.89916
busunit_1	facility_715	2013	October	10	139104	0.89901	0.89916
busunit_1	facility_715	2013	November	11	115245	0.89888	0.89940
busunit_1	facility_715	2013	December	12	122021	0.89912	0.89918
busunit_1	facility_715	2014	January	1	150707	0.89885	0.89904
busunit_1	facility_715	2014	February	2	124335	0.89902	0.89879
busunit_1	facility_715	2014	March	3	128627	0.89939	0.89893
busunit_1	facility_715	2014	April	4	131647	0.89936	0.89903
busunit_1	facility_715	2014	May	5	120967	0.89936	0.89901
busunit_1	facility_715	2014	June	6	122424	0.89934	0.89909
busunit_1	facility_715	2014	July	7	153557	0.89909	0.89896
busunit_1	facility_715	2014	August	8	140206	0.89912	0.89907
busunit_1	facility_715	2014	September	9	128884	0.89870	0.89864
busunit_1	facility_715	2014	October	10	125290	0.89920	0.89875
busunit_1	facility_717	2012	January	1	77782	0.89898	0.89903
busunit_1	facility_717	2012	February	2	67601	0.89899	0.89904
busunit_1	facility_717	2012	March	3	66468	0.89869	0.89905
busunit_1	facility_717	2012	April	4	62786	0.89874	0.89906
busunit_1	facility_717	2012	May	5	64291	0.89874	0.89914
busunit_1	facility_717	2012	June	6	61944	0.89865	0.89906
busunit_1	facility_717	2012	July	7	61659	0.89864	0.89870
busunit_1	facility_717	2012	August	8	75350	0.89893	0.89865
busunit_1	facility_717	2012	September	9	61504	0.89852	0.89899
busunit_1	facility_717	2012	October	10	67569	0.89840	0.89885
busunit_1	facility_717	2012	November	11	60094	0.89884	0.89900
busunit_1	facility_717	2012	December	12	55320	0.89839	0.89847
busunit_1	facility_717	2013	January	1	76970	0.89889	0.89866
busunit_1	facility_717	2013	February	2	55505	0.89919	0.89899
busunit_1	facility_717	2013	March	3	62067	0.89927	0.89861
busunit_1	facility_717	2013	April	4	66571	0.89922	0.89890
busunit_1	facility_717	2013	May	5	64693	0.89890	0.89915
busunit_1	facility_717	2013	June	6	58048	0.89893	0.89921
busunit_1	facility_717	2013	July	7	67226	0.89896	0.89902
busunit_1	facility_717	2013	August	8	72878	0.89918	0.89894
busunit_1	facility_717	2013	September	9	64871	0.89901	0.89909
busunit_1	facility_717	2013	October	10	66642	0.89903	0.89903
busunit_1	facility_717	2013	November	11	58202	0.89921	0.89883
busunit_1	facility_717	2013	December	12	61587	0.89920	0.89901
busunit_1	facility_717	2014	January	1	75474	0.89899	0.89887
busunit_1	facility_717	2014	February	2	61427	0.89920	0.89886
busunit_1	facility_717	2014	March	3	65073	0.89892	0.89888
busunit_1	facility_717	2014	April	4	68395	0.89949	0.89908
busunit_1	facility_717	2014	May	5	61957	0.89927	0.89884
busunit_1	facility_717	2014	June	6	65121	0.89925	0.89871
busunit_1	facility_717	2014	July	7	74075	0.89885	0.89893
busunit_1	facility_717	2014	August	8	72652	0.89897	0.89891
busunit_1	facility_717	2014	September	9	68720	0.89857	0.89870
busunit_1	facility_717	2014	October	10	64609	0.89879	0.89886
busunit_1	facility_718	2012	January	1	77296	0.89969	0.89926
busunit_1	facility_718	2012	February	2	70486	0.89974	0.89908
busunit_1	facility_718	2012	March	3	72393	0.89968	0.89898
busunit_1	facility_718	2012	April	4	66482	0.89974	0.89920
busunit_1	facility_718	2012	May	5	68490	0.89968	0.89936
busunit_1	facility_718	2012	June	6	64428	0.89983	0.89910
busunit_1	facility_718	2012	July	7	62318	0.89955	0.89928
busunit_1	facility_718	2012	August	8	72418	0.89981	0.89936
busunit_1	facility_718	2012	September	9	64875	0.89960	0.89918
busunit_1	facility_718	2012	October	10	75087	0.89960	0.89933
busunit_1	facility_718	2012	November	11	67132	0.89960	0.89916
busunit_1	facility_718	2012	December	12	61994	0.89958	0.89936
busunit_1	facility_718	2013	January	1	83081	0.89945	0.89924
busunit_1	facility_718	2013	February	2	66304	0.89952	0.89938
busunit_1	facility_718	2013	March	3	66629	0.89938	0.89926
busunit_1	facility_718	2013	April	4	69128	0.89962	0.89903
busunit_1	facility_718	2013	May	5	68933	0.89959	0.89926
busunit_1	facility_718	2013	June	6	62674	0.89971	0.89933
busunit_1	facility_718	2013	July	7	64395	0.89960	0.89927
busunit_1	facility_718	2013	August	8	72347	0.89963	0.89963
busunit_1	facility_718	2013	September	9	64317	0.89953	0.89921
busunit_1	facility_718	2013	October	10	71992	0.89957	0.89912
busunit_1	facility_718	2013	November	11	57640	0.89962	0.89929
busunit_1	facility_718	2013	December	12	61571	0.89940	0.89945
busunit_1	facility_718	2014	January	1	76088	0.89943	0.89934
busunit_1	facility_718	2014	February	2	62052	0.89960	0.89924
busunit_1	facility_718	2014	March	3	66665	0.89966	0.89909
busunit_1	facility_718	2014	April	4	69371	0.89961	0.89900
busunit_1	facility_718	2014	May	5	64307	0.89967	0.89900
busunit_1	facility_718	2014	June	6	64514	0.89983	0.89924
busunit_1	facility_718	2014	July	7	67392	0.89954	0.89901
busunit_1	facility_718	2014	August	8	69841	0.89958	0.89921
busunit_1	facility_718	2014	September	9	72311	0.89956	0.89910
busunit_1	facility_718	2014	October	10	72282	0.89964	0.89909
busunit_1	facility_722	2012	January	1	63312	0.89924	0.89956
busunit_1	facility_722	2012	February	2	51235	0.89930	0.89959
busunit_1	facility_722	2012	March	3	51833	0.89907	0.89961
busunit_1	facility_722	2012	April	4	50066	0.89942	0.89946
busunit_1	facility_722	2012	May	5	51489	0.89903	0.89952
busunit_1	facility_722	2012	June	6	51006	0.89914	0.89957
busunit_1	facility_722	2012	July	7	53700	0.89905	0.89948
busunit_1	facility_722	2012	August	8	63822	0.89908	0.89928
busunit_1	facility_722	2012	September	9	51971	0.89902	0.89965
busunit_1	facility_722	2012	October	10	60482	0.89901	0.89950
busunit_1	facility_722	2012	November	11	52563	0.89897	0.89945
busunit_1	facility_722	2012	December	12	48926	0.89939	0.89961
busunit_1	facility_722	2013	January	1	68549	0.89912	0.89955
busunit_1	facility_722	2013	February	2	50988	0.89925	0.89923
busunit_1	facility_722	2013	March	3	51638	0.89923	0.89948
busunit_1	facility_722	2013	April	4	54410	0.89938	0.89963
busunit_1	facility_722	2013	May	5	51481	0.89907	0.89967
busunit_1	facility_722	2013	June	6	48712	0.89951	0.89969
busunit_1	facility_722	2013	July	7	56007	0.89932	0.89923
busunit_1	facility_722	2013	August	8	60829	0.89933	0.89933
busunit_1	facility_722	2013	September	9	51281	0.89924	0.89908
busunit_1	facility_722	2013	October	10	59996	0.89918	0.89922
busunit_1	facility_722	2013	November	11	47503	0.89897	0.89956
busunit_1	facility_722	2013	December	12	48879	0.89916	0.89945
busunit_1	facility_722	2014	January	1	64190	0.89927	0.89952
busunit_1	facility_722	2014	February	2	50419	0.89958	0.89941
busunit_1	facility_722	2014	March	3	52105	0.89939	0.89939
busunit_1	facility_722	2014	April	4	56370	0.89931	0.89956
busunit_1	facility_722	2014	May	5	51862	0.89952	0.89944
busunit_1	facility_722	2014	June	6	53488	0.89959	0.89935
busunit_1	facility_722	2014	July	7	60644	0.89942	0.89947
busunit_1	facility_722	2014	August	8	59874	0.89937	0.89948
busunit_1	facility_722	2014	September	9	55919	0.89950	0.89968
busunit_1	facility_722	2014	October	10	60100	0.89938	0.89960
busunit_1	facility_723	2012	January	1	127600	0.89902	0.89910
busunit_1	facility_723	2012	February	2	122890	0.89897	0.89893
busunit_1	facility_723	2012	March	3	126162	0.89879	0.89887
busunit_1	facility_723	2012	April	4	115069	0.89924	0.89900
busunit_1	facility_723	2012	May	5	120987	0.89905	0.89888
busunit_1	facility_723	2012	June	6	114283	0.89925	0.89908
busunit_1	facility_723	2012	July	7	111098	0.89936	0.89886
busunit_1	facility_723	2012	August	8	128694	0.89898	0.89906
busunit_1	facility_723	2012	September	9	112315	0.89914	0.89881
busunit_1	facility_723	2012	October	10	133646	0.89902	0.89895
busunit_1	facility_723	2012	November	11	115232	0.89894	0.89894
busunit_1	facility_723	2012	December	12	102975	0.89904	0.89871
busunit_1	facility_723	2013	January	1	141783	0.89876	0.89881
busunit_1	facility_723	2013	February	2	114798	0.89930	0.89824
busunit_1	facility_723	2013	March	3	116739	0.89889	0.89913
busunit_1	facility_723	2013	April	4	120796	0.89874	0.89831
busunit_1	facility_723	2013	May	5	120140	0.89889	0.89853
busunit_1	facility_723	2013	June	6	107551	0.89921	0.89863
busunit_1	facility_723	2013	July	7	117867	0.89936	0.89886
busunit_1	facility_723	2013	August	8	125084	0.89907	0.89854
busunit_1	facility_723	2013	September	9	116523	0.89872	0.89900
busunit_1	facility_723	2013	October	10	127453	0.89914	0.89882
busunit_1	facility_723	2013	November	11	105282	0.89879	0.89882
busunit_1	facility_723	2013	December	12	108660	0.89917	0.89837
busunit_1	facility_723	2014	January	1	134235	0.89892	0.89873
busunit_1	facility_723	2014	February	2	113183	0.89905	0.89877
busunit_1	facility_723	2014	March	3	120881	0.89873	0.89765
busunit_1	facility_723	2014	April	4	122373	0.89922	0.89853
busunit_1	facility_723	2014	May	5	117891	0.89922	0.89846
busunit_1	facility_723	2014	June	6	120195	0.89923	0.89830
busunit_1	facility_723	2014	July	7	129432	0.89920	0.89852
